,name,rating,department,feedback,school
1594,Lauren Lum Ho,0.0,Education,,University of Hawaii at Manoa
1595,Michael Albrecht,0.0,Mathematics,,University of Hawaii at Manoa
1596,Chih-Wei Peng,5.0,Philosophy,100%,University of Hawaii at Manoa
1597,William Awa,0.0,Economics,,University of Hawaii at Manoa
1598,Peter Schuelke,5.0,Linguistics,67%,University of Hawaii at Manoa
1599,Andrew Turner,4.6,Chemistry,100%,University of Hawaii at Manoa
1600,Jonghyun Lee,0.0,Engineering,,University of Hawaii at Manoa
1601,Elizabeth Brey,0.0,Psychology,,University of Hawaii at Manoa
1602,DellAiera Clement,0.0,Mathematics,,University of Hawaii at Manoa
1603,Maria Kanehailua,4.7,Hawaiian Studies,100%,University of Hawaii at Manoa
1604,Emily Stefano,5.0,Psychology,100%,University of Hawaii at Manoa
1605,Jonathan Page,4.0,Economics,100%,University of Hawaii at Manoa
1606,Michael Foumai,4.7,Music,100%,University of Hawaii at Manoa
1607,Young-A Park,4.4,Asian Studies,100%,University of Hawaii at Manoa
1608,Ma Ri Kim-Johnson,5.0,Architecture,,University of Hawaii at Manoa
1609,Gaurav Verma,0.0,Physics,,University of Hawaii at Manoa
1610,Kelsey Christopher,0.0,English,,University of Hawaii at Manoa
1611,Duy Nguyen,0.0,Economics,,University of Hawaii at Manoa
1612,Peter Soon,5.0,Information Science,100%,University of Hawaii at Manoa
1613,Patricia Fifita,5.0,Ethnic Studies,100%,University of Hawaii at Manoa
1614,Jesi Bennett,3.0,Asian Pacific American Studies,100%,University of Hawaii at Manoa
1615,Holm Smidt,4.8,Information Science,100%,University of Hawaii at Manoa
1616,Ahmed Elshall,5.0,Geology,100%,University of Hawaii at Manoa
1617,Kurt Kraiger,5.0,Business,100%,University of Hawaii at Manoa
1618,DoSoo Moon,4.0,Engineering,100%,University of Hawaii at Manoa
1619,Krystin Manguba-Glover,4.6,Mathematics,100%,University of Hawaii at Manoa
1620,Ariana Eichelberger,4.0,Design,100%,University of Hawaii at Manoa
1621,John Koblanski,2.2,Physics,32%,University of Hawaii at Manoa
1622,Brenda McDaniel,4.4,Psychology,88%,University of Hawaii at Manoa
1623,Wendell Perry,0.0,Hawaiian Studies,,University of Hawaii at Manoa
1624,Robert Paull,5.0,Botany,100%,University of Hawaii at Manoa
1625,Allyn Bromley,0.0,Fine Arts,,University of Hawaii at Manoa
1626,Shekh Mahmudul Islam,3.3,Physics,60%,University of Hawaii at Manoa
1627,Heather Frey,5.0,Political Science,100%,University of Hawaii at Manoa
1628,Heinz De Couet,1.0,Biology,0%,University of Hawaii at Manoa
1629,Yuan-Yu Kuan,0.0,Asian Studies,,University of Hawaii at Manoa
1630,Umar Gaffar,3.7,Mathematics,67%,University of Hawaii at Manoa
1631,Rosie Alegado,3.2,Oceanography,60%,University of Hawaii at Manoa
1632,Jeffery Drazen,0.0,Oceanography,100%,University of Hawaii at Manoa
1633,Jake Boggs,3.0,Art History,100%,University of Hawaii at Manoa
1634,Ivee Cruz,0.0,Family Studies,,University of Hawaii at Manoa
1635,Lauren Nishimura,5.0,English Language Institute,100%,University of Hawaii at Manoa
1636,Rebecca Ka'anehe,0.0,Educational Psychology,,University of Hawaii at Manoa
1637,Kana Morimoto,5.0,East Asian Lang. amp Literature,100%,University of Hawaii at Manoa
1638,Gregory Moore,3.0,Geology,100%,University of Hawaii at Manoa
1639,Jen Draper,5.0,Food Science,100%,University of Hawaii at Manoa
1640,Kelly Murphy,3.0,Kinesiology,0%,University of Hawaii at Manoa
1641,Kevin Sahara,0.0,Hospitality,,University of Hawaii at Manoa
1642,Gavin Lamb,5.0,Education,100%,University of Hawaii at Manoa
1643,David Nixon,0.0,Social Science,,University of Hawaii at Manoa
1644,Sergey Negrashov,0.0,Computer Science,,University of Hawaii at Manoa
1645,Laura McGuire,5.0,Architecture,100%,University of Hawaii at Manoa
1646,Mariko Nakade-Marceau,3.6,Japanese,,University of Hawaii at Manoa
1647,David Rockwood,3.0,Architecture,,University of Hawaii at Manoa
1648,Dexter Choy,2.5,Travel Industry,,University of Hawaii at Manoa
1649,Chris Sabine,0.0,Oceanography,,University of Hawaii at Manoa
1650,Tracy Cissell,5.0,English,100%,University of Hawaii at Manoa
1651,Val Iwashita,5.0,Business,100%,University of Hawaii at Manoa
1652,Jerome Agrusa,4.7,Travel Industry,100%,University of Hawaii at Manoa
1653,Dongping Zheng,0.0,Linguistics,,University of Hawaii at Manoa
1654,Alieen Li,0.0,Science,,University of Hawaii at Manoa
1655,Jing Zhong,0.0,Linguistics,,University of Hawaii at Manoa
1656,Miranda Kam,0.0,French,,University of Hawaii at Manoa
1657,Soo Yun Shin,4.5,Communicology,50%,University of Hawaii at Manoa
1658,Yiwei Zhao,3.0,Business,45%,University of Hawaii at Manoa
1659,Donovan Oakleaf,2.0,Theater,0%,University of Hawaii at Manoa
1660,Meng-Fen Grace Lin,3.0,Education,0%,University of Hawaii at Manoa
1661,Adel Youkhana,3.3,Mathematics,75%,University of Hawaii at Manoa
1662,Klavdija Zorec,0.0,Educational Psychology,,University of Hawaii at Manoa
1663,Giovanni Vila,5.0,Communicology,100%,University of Hawaii at Manoa
1664,Kirsten Helgeson,4.0,Linguistics,100%,University of Hawaii at Manoa
1665,Derek Beeler,4.2,Kinesiology,100%,University of Hawaii at Manoa
1666,William Gibson,0.0,English,,University of Hawaii at Manoa
1667,Olga Mukhortova,5.0,Russian,100%,University of Hawaii at Manoa
1668,Lynley Lys,0.0,English,,University of Hawaii at Manoa
1669,Pam Estell,3.4,Communication,67%,University of Hawaii at Manoa
1670,Hugo Cepeda,0.0,Spanish,,University of Hawaii at Manoa
1671,Gonzalo Bruno,3.0,Spanish,50%,University of Hawaii at Manoa
1672,Thomas Lee,4.0,Public Health,67%,University of Hawaii at Manoa
1673,Stephen Ventimilia,0.0,Kinesiology,,University of Hawaii at Manoa
1674,Soyeon Kim,5.0,English,100%,University of Hawaii at Manoa
1675,Stephen Zierak,3.0,Political Science,100%,University of Hawaii at Manoa
1676,Nathalie Rita,0.0,Sociology,,University of Hawaii at Manoa
1677,Alvin Huang,0.0,Science,,University of Hawaii at Manoa
1678,Willow Aureala,3.1,Social Work,,University of Hawaii at Manoa
1679,Nathaniel Hartmann,0.0,Business,,University of Hawaii at Manoa
1680,Anis Hamidati,1.0,Communication,0%,University of Hawaii at Manoa
1681,Thomas Rosenkranz,4.3,Music,,University of Hawaii at Manoa
1682,Don Tran,4.1,Chemistry,100%,University of Hawaii at Manoa
1683,Natalia Lagmay,5.0,Business,100%,University of Hawaii at Manoa
1684,Junwook Chi,1.0,Travel Industry,75%,University of Hawaii at Manoa
1685,Ju-Young Kang,0.0,Family & Consumer Sciences,,University of Hawaii at Manoa
1686,Yao Huang,1.0,East Asian Studies,0%,University of Hawaii at Manoa
1687,Iris Zhang,1.0,Accounting,0%,University of Hawaii at Manoa
1688,Mark Glick,5.0,Oceanography,100%,University of Hawaii at Manoa
1689,Shannon Werre,4.7,English,100%,University of Hawaii at Manoa
1690,Eric Jaramillo,5.0,Kinesiology,100%,University of Hawaii at Manoa
1691,Mojtaba Moniri,2.0,Mathematics,50%,University of Hawaii at Manoa
1692,Jan van der Veken,0.0,Atmospheric Sciences,,University of Hawaii at Manoa
1693,hassan jamal,0.0,Mathematics,,University of Hawaii at Manoa
1694,Laura Clark,1.0,Theater,0%,University of Hawaii at Manoa
1695,Sasa Tom,1.1,Microbiology,0%,University of Hawaii at Manoa
1696,Hyejin Hong,5.0,Korean,100%,University of Hawaii at Manoa
1697,Lilo Stitch,5.0,Indo-Pacific Languages amp Literatures,100%,University of Hawaii at Manoa
1698,Andre Haag,3.0,East Asian Lang. & Literature,50%,University of Hawaii at Manoa
1699,Loren Gautz,1.0,Engineering,,University of Hawaii at Manoa
1700,Ramsay Taum,4.5,Travel Industry,,University of Hawaii at Manoa
1701,Nicole Lewis,0.0,Mathematics,,University of Hawaii at Manoa
1702,Stankov Pavel,2.3,Philosophy,34%,University of Hawaii at Manoa
1703,Maniako McCarthy,0.0,Design,,University of Hawaii at Manoa
1704,Jan Brunson,5.0,Anthropology,100%,University of Hawaii at Manoa
1705,Maria Lanzona,0.0,History,,University of Hawaii at Manoa
1706,Ruth Haas,0.0,Mathematics,,University of Hawaii at Manoa
1707,Lois Zuttermeister,0.0,Music,,University of Hawaii at Manoa
1708,Kelly Ciurej,5.0,Fine Arts,100%,University of Hawaii at Manoa
1709,Kyle Scholl,5.0,Theater,,University of Hawaii at Manoa
1710,Kathryn Klingebiel,3.3,French,,University of Hawaii at Manoa
1711,Kalei Keolanui,0.0,Social Science,,University of Hawaii at Manoa
1712,Doreen Elliot,0.0,Education,,University of Hawaii at Manoa
1713,Kristi Govella,5.0,Asian Studies,100%,University of Hawaii at Manoa
1714,Tsz Chun Lam,4.0,Women's Studies,,University of Hawaii at Manoa
1715,Amber Wright,5.0,Biology,100%,University of Hawaii at Manoa
1716,Stacey Rabut,0.0,Design,,University of Hawaii at Manoa
1717,Sisi Zhang,3.5,Economics,67%,University of Hawaii at Manoa
1718,Dr. Seungoh Paek,0.0,Education,,University of Hawaii at Manoa
1719,Jesse La Jeunesse,0.0,Chemistry,,University of Hawaii at Manoa
1720,Eunji Jun,2.0,Engineering,40%,University of Hawaii at Manoa
1721,So Yeon Kim,0.0,Communication,,University of Hawaii at Manoa
1722,Nandi Odhiambo,3.0,English,100%,University of Hawaii at Manoa
1723,Dean Taba,0.0,Music,,University of Hawaii at Manoa
1724,Samantha Pilgrim,4.0,Mathematics,100%,University of Hawaii at Manoa
1725,Dylan Beatty,5.0,Geography,100%,University of Hawaii at Manoa
1726,Jasper Konter,5.0,Geology,100%,University of Hawaii at Manoa
1727,Zakea Boeger,4.0,Anthropology,100%,University of Hawaii at Manoa
1728,Shree Deshpende,5.0,Political Science,100%,University of Hawaii at Manoa
1729,Lucas Kathleen,0.0,Hawaiian,,University of Hawaii at Manoa
1730,Thomas Chock,5.0,Academy for Creative Media,100%,University of Hawaii at Manoa
1731,Marc Malate,5.0,Social Science,100%,University of Hawaii at Manoa
1732,Donna Mun,1.0,Management,0%,University of Hawaii at Manoa
1733,Kealiikeola Simpson,0.0,Theater,,University of Hawaii at Manoa
1734,Christina Truong,5.0,Linguistics,100%,University of Hawaii at Manoa
1735,Yasha Berchenko-Kogan,3.0,Mathematics,100%,University of Hawaii at Manoa
1736,Daniel Johnson,5.0,Engineering,100%,University of Hawaii at Manoa
1737,Robert Abramovic,2.8,Mathematics,42%,University of Hawaii at Manoa
1738,Jessica Burris,2.0,Education,0%,University of Hawaii at Manoa
1739,Glenn Carter,2.0,Oceanography,0%,University of Hawaii at Manoa
1740,Mari Andres,0.0,Chemistry,,University of Hawaii at Manoa
1741,Diane Desierto,0.0,Law,,University of Hawaii at Manoa
1742,Samuel Birns,0.0,Mathematics,,University of Hawaii at Manoa
1743,Lee-Ann Choy,1.0,Travel Industry,0%,University of Hawaii at Manoa
1744,Celia Smith,5.0,Botany,100%,University of Hawaii at Manoa
1745,Darren Carlson,0.0,Engineering,,University of Hawaii at Manoa
1746,Michelle Wimberely,1.0,Kinesiology,0%,University of Hawaii at Manoa
1747,Kerrie Urosevich,3.0,Peace & Conflict Studies,0%,University of Hawaii at Manoa
1748,Maya Soetoro-Ng,4.0,Peace & Conflict Studies,100%,University of Hawaii at Manoa
1749,Kamahuialani Barbett,3.5,Hawaiian Studies,50%,University of Hawaii at Manoa
1750,Gene Horita,4.0,Kinesiology,100%,University of Hawaii at Manoa
1751,Niklas Schneider,4.0,Biology,100%,University of Hawaii at Manoa
1752,Alyson Shoji,5.0,Chemistry,100%,University of Hawaii at Manoa
1753,Kesha Unciano,0.0,Communicology,,University of Hawaii at Manoa
1754,Erica Goetze,3.0,Oceanography,0%,University of Hawaii at Manoa
1755,Ching Shek,5.0,Japanese,100%,University of Hawaii at Manoa
1756,Susan Nakaoka,5.0,Social Work,100%,University of Hawaii at Manoa
1757,Nhu Nguyen,0.0,Botany,,University of Hawaii at Manoa
1758,Erin Yagi,2.0,Education,0%,University of Hawaii at Manoa
1759,Elina Hamilton,0.0,Music,100%,University of Hawaii at Manoa
1760,Yanhua He,0.0,Science,,University of Hawaii at Manoa
1761,Kelly McCartney,0.0,Geology,,University of Hawaii at Manoa
1762,Charles Fletcher,3.0,Science,50%,University of Hawaii at Manoa
1763,Maya Hoover,0.0,Music,,University of Hawaii at Manoa
1764,Thomas Shea,5.0,Geology,100%,University of Hawaii at Manoa
1765,Jane Moulin,3.1,Music,39%,University of Hawaii at Manoa
1766,Elliot Ossanna,3.6,Mathematics,67%,University of Hawaii at Manoa
1767,Jenjira Yahirun,4.0,Family Studies,100%,University of Hawaii at Manoa
1768,Ming-bao Yue,0.0,East Asian Lang. & Literature,,University of Hawaii at Manoa
1769,Marina Karides,0.0,Geography,100%,University of Hawaii at Manoa
1770,Joyce Mariano,4.6,American Studies,100%,University of Hawaii at Manoa
1771,Dan Milz,5.0,Urban Planning,100%,University of Hawaii at Manoa
1772,Nicole Schlaack,4.0,Education,100%,University of Hawaii at Manoa
1773,Mike McGee,0.0,Social Work,,University of Hawaii at Manoa
1774,Marjan Houshmand,4.5,Business,100%,University of Hawaii at Manoa
1775,Barbara Dougherty,5.0,Mathematics,100%,University of Hawaii at Manoa
1776,Janelle Bremer,5.0,Business,100%,University of Hawaii at Manoa
1777,Lola Bautista,4.3,Pacific & Asian Studies,40%,University of Hawaii at Manoa
1778,Ariel Dungca,0.0,Architecture,100%,University of Hawaii at Manoa
1779,Summer Lee,5.0,Business,100%,University of Hawaii at Manoa
1780,Takeshi Nakata,5.0,Physics,100%,University of Hawaii at Manoa
1781,Brendan Galipeau,0.0,Anthropology,,University of Hawaii at Manoa
1782,Kevin Nute,0.0,Architecture,100%,University of Hawaii at Manoa
1783,Tiana Tran,5.0,Asian Studies,100%,University of Hawaii at Manoa
1784,Jason Willome,3.9,Fine Arts,,University of Hawaii at Manoa
1785,Daniel Bonilla,0.0,Kinesiology,,University of Hawaii at Manoa
1786,Pamela Mah,5.0,Business,,University of Hawaii at Manoa
1787,Kelsey Matsu,4.0,Educational Psychology,100%,University of Hawaii at Manoa
1788,Jon Okamura,3.1,Ethnic Studies,40%,University of Hawaii at Manoa
1789,Cristina Suarez,4.8,Business,100%,University of Hawaii at Manoa
1790,Jenifer Winter,5.0,Communication,100%,University of Hawaii at Manoa
1791,Zachary Menzo,4.5,Atmospheric Sciences,100%,University of Hawaii at Manoa
1792,Kathleen Kawehilani Lucas,4.0,Hawaiian,50%,University of Hawaii at Manoa
1793,Holly Sevier,4.9,Sociology,,University of Hawaii at Manoa
1794,Hugette Montesinos,4.9,Spanish,,University of Hawaii at Manoa
1795,Rick Caufield,4.8,Family Studies,100%,University of Hawaii at Manoa
1796,Christine Tai,1.7,Psychology,19%,University of Hawaii at Manoa
1797,Margot Henriksen,3.7,History,56%,University of Hawaii at Manoa
1798,Joseph Jarrett,4.0,Chemistry,90%,University of Hawaii at Manoa
1799,Kristin Pauker,3.8,Psychology,77%,University of Hawaii at Manoa
1800,Mark Perkins,2.9,Peace  Conflict Studies,50%,University of Hawaii at Manoa
1801,Ryan Koo,4.9,History,,University of Hawaii at Manoa
1802,Brian Dawson,0.0,American Studies,75%,University of Hawaii at Manoa
1803,Philip Williams,4.2,Chemistry,85%,University of Hawaii at Manoa
1804,Robert Perkinson,4.4,History,80%,University of Hawaii at Manoa
1805,Robert Huey,4.7,Asian Studies,100%,University of Hawaii at Manoa
1806,Justin Tanaka,4.2,Japanese Literature,80%,University of Hawaii at Manoa
1807,Marija Colic,4.0,Psychology,100%,University of Hawaii at Manoa
1808,Bruce Barnes,4.3,Peace & Conflict Studies,,University of Hawaii at Manoa
1809,Lisette Flanary,4.2,Academy for Creative Media,100%,University of Hawaii at Manoa
1810,Ernest Kalikoaloha Martin,4.5,Languages,93%,University of Hawaii at Manoa
1811,Kamil Deen,4.5,Linguistics,100%,University of Hawaii at Manoa
1812,Yong Li,3.6,Food Science,80%,University of Hawaii at Manoa
1813,Laura Flynn,2.1,Kinesiology,20%,University of Hawaii at Manoa
1814,Jian Zhou,3.3,Accounting,100%,University of Hawaii at Manoa
1815,Chip Fletcher,4.4,Geology,77%,University of Hawaii at Manoa
1816,Ashley Rubin,4.3,Sociology,84%,University of Hawaii at Manoa
1817,Rachel Lindsey,4.5,Kinesiology,78%,University of Hawaii at Manoa
1818,Ron Vave,2.0,Biology,67%,University of Hawaii at Manoa
1819,Dale Myers,2.4,Mathematics,7%,University of Hawaii at Manoa
1820,Edmund Wary,4.6,Travel Industry,50%,University of Hawaii at Manoa
1821,Kerri Cummins,0.0,Kinesiology,,University of Hawaii at Manoa
1822,Eftihia Nathanail,0.0,Engineering,,University of Hawaii at Manoa
1823,Tingting Reid,2.5,Mathematics,0%,University of Hawaii at Manoa
1824,Evan Gawlik,5.0,Mathematics,100%,University of Hawaii at Manoa
1825,John Allen,1.8,Engineering,25%,University of Hawaii at Manoa
1826,Matthew O'Neil,4.6,Sociology,100%,University of Hawaii at Manoa
1827,Jake Ferguson,5.0,Biology,100%,University of Hawaii at Manoa
1828,Joy Logan,4.1,European Studies,100%,University of Hawaii at Manoa
1829,Joseph Tanke,4.7,Philosophy,100%,University of Hawaii at Manoa
1830,Masato Ishida,3.8,Philosophy,79%,University of Hawaii at Manoa
1831,Devin Murray,2.9,Mathematics,43%,University of Hawaii at Manoa
1832,Gunter Meissner,4.8,Finance,95%,University of Hawaii at Manoa
1833,Ned Bertz,4.4,History,100%,University of Hawaii at Manoa
1834,Chandra Dhakal,3.0,Economics,44%,University of Hawaii at Manoa
1835,Aaron Ohta,3.7,Engineering,80%,University of Hawaii at Manoa
1836,Fataneh Esteki,3.8,Mathematics,72%,University of Hawaii at Manoa
1837,Lenna Shulga,4.0,Travel Industry,89%,University of Hawaii at Manoa
1838,Jeffrey Tripp,4.7,American Studies,92%,University of Hawaii at Manoa
1839,Jinan Banna,3.5,Food Science,67%,University of Hawaii at Manoa
1840,Donovan Preza,3.3,Geography,34%,University of Hawaii at Manoa
1841,Richard Halverson,3.5,Information Science,80%,University of Hawaii at Manoa
1842,Eric Wen,2.6,Business,32%,University of Hawaii at Manoa
1843,Steven Businger,4.3,Meteorology,91%,University of Hawaii at Manoa
1844,Claudia Vaughan,4.0,Business,100%,University of Hawaii at Manoa
1845,Varun Sanadhya,2.0,Political Science,0%,University of Hawaii at Manoa
1846,Jon Goldberg-Hiller,4.2,Political Science,82%,University of Hawaii at Manoa
1847,Victoria Narine,3.6,Sociology,64%,University of Hawaii at Manoa
1848,Christopher Light,3.5,Physics,100%,University of Hawaii at Manoa
1849,Monisha Das Gupta,1.6,Ethnic Studies,17%,University of Hawaii at Manoa
1850,Yuriy Mileyko,3.8,Mathematics,73%,University of Hawaii at Manoa
1851,Duncan Farrah,4.3,Physics,84%,University of Hawaii at Manoa
1852,Mitsuko Suzuki,0.0,English Language Institute,,University of Hawaii at Manoa
1853,Jennifer Chee,0.0,Nursing,,University of Hawaii at Manoa
1854,Nicholas Gibson,4.3,Sociology,,University of Hawaii at Manoa
1855,Darren Olsen,4.7,Psychology,100%,University of Hawaii at Manoa
1856,Hassan Haidar Jamal,1.0,Mathematics,0%,University of Hawaii at Manoa
1857,Andrea Candens,0.0,Religion,,University of Hawaii at Manoa
1858,Hua San,0.0,Family Studies,,University of Hawaii at Manoa
1859,Mason Kenton,5.0,Spanish,100%,University of Hawaii at Manoa
1860,Paul Chandler,3.8,Spanish,100%,University of Hawaii at Manoa
1861,Lori Fulton,1.0,Education,0%,University of Hawaii at Manoa
1862,Cynthia Ward,2.1,English,0%,University of Hawaii at Manoa
1863,Todd Sammons,4.4,English,100%,University of Hawaii at Manoa
1864,Tahlia White,4.5,French,100%,University of Hawaii at Manoa
1865,Lois Yamauchi,5.0,Educational Psychology,100%,University of Hawaii at Manoa
1866,Christopher Muir,5.0,Biology,100%,University of Hawaii at Manoa
1867,Terrence Corrigan,4.0,Atmospheric Sciences,100%,University of Hawaii at Manoa
1868,Jeffrey Kainehe,5.0,Hawaiian,100%,University of Hawaii at Manoa
1869,Precious Arao,5.0,Filipino,100%,University of Hawaii at Manoa
1870,Larry Nitz,2.5,Political Science,40%,University of Hawaii at Manoa
1871,Jennifer Small Griswold,5.0,Meteorology,100%,University of Hawaii at Manoa
1872,Matthew Kelty,2.9,Theater,43%,University of Hawaii at Manoa
1873,Jeffrey Stern,4.0,Psychology,50%,University of Hawaii at Manoa
1874,Victor Lubecke,4.1,Engineering,100%,University of Hawaii at Manoa
1875,Michael DuFresne,5.0,Philosophy,100%,University of Hawaii at Manoa
1876,Nick Kam,1.8,Engineering,0%,University of Hawaii at Manoa
1877,Olivares Olivares Beatriz,5.0,Spanish,100%,University of Hawaii at Manoa
1878,Katherine Katie Ackerman,5.0,Atmospheric Sciences,100%,University of Hawaii at Manoa
1879,Mathew Markman,4.4,Political Science,80%,University of Hawaii at Manoa
1880,Peter Hoffenberg,3.2,History,94%,University of Hawaii at Manoa
1881,Tu Xu,1.0,Accounting,0%,University of Hawaii at Manoa
1882,Barry Rolett,3.9,Anthropology,77%,University of Hawaii at Manoa
1883,Karen Jolly,3.0,History,58%,University of Hawaii at Manoa
1884,TY Tengan,4.1,Ethnic Studies,100%,University of Hawaii at Manoa
1885,Thao Le,4.2,Family Studies,86%,University of Hawaii at Manoa
1886,Scott Robertson,3.3,Computer Science,55%,University of Hawaii at Manoa
1887,April Drexel,3.3,Hawaiian Studies,75%,University of Hawaii at Manoa
1888,Hanae Kramer,4.4,Communication,90%,University of Hawaii at Manoa
1889,Gary Liu,3.1,Art History,34%,University of Hawaii at Manoa
1890,Brooke Bennett,4.2,Psychology,80%,University of Hawaii at Manoa
1891,Laura Linsley,2.0,Kinesiology,0%,University of Hawaii at Manoa
1892,Khoa Nguyen,0.0,Architecture,,University of Hawaii at Manoa
1893,Amy Vegas,5.0,English,100%,University of Hawaii at Manoa
1894,Christian Stettler,5.0,Sociology,100%,University of Hawaii at Manoa
1895,Emily Wright,5.0,Theater,100%,University of Hawaii at Manoa
1896,Dewayne Bettag,2.9,Psychology,50%,University of Hawaii at Manoa
1897,Panos Prevedouros,2.5,Engineering,50%,University of Hawaii at Manoa
1898,Julie Li Jiang,4.7,East Asian Lang.  Literature,86%,University of Hawaii at Manoa
1899,Tyler Ray,4.4,Engineering,100%,University of Hawaii at Manoa
1900,Peter Chamberlain,4.5,Fine Arts,100%,University of Hawaii at Manoa
1901,Joana O'Steen,3.7,English,58%,University of Hawaii at Manoa
1902,Hua Zan,2.0,Family Studies,0%,University of Hawaii at Manoa
1903,Mapuana Antonio,0.0,Health Science,,University of Hawaii at Manoa
1904,Daphne Desser,3.9,English,80%,University of Hawaii at Manoa
1905,Bryan Kuwada,4.9,English,100%,University of Hawaii at Manoa
1906,Sandra Wu,3.8,Communication,67%,University of Hawaii at Manoa
1907,Doug Eisinger,4.0,Geography,0%,University of Hawaii at Manoa
1908,Yun Peng,4.6,East Asian Lang. & Literature,80%,University of Hawaii at Manoa
1909,Sakawrat Kitkuakul,5.0,Business,100%,University of Hawaii at Manoa
1910,Cynthia Tsai,3.2,English,60%,University of Hawaii at Manoa
1911,Dan Suthers,3.0,Computer Science,0%,University of Hawaii at Manoa
1912,Margit Watts,1.8,Freshman Seminar,15%,University of Hawaii at Manoa
1913,Jaisang Kim,5.0,Marketing,100%,University of Hawaii at Manoa
1914,Jiakai Chen,4.4,Finance,87%,University of Hawaii at Manoa
1915,Frank Floyd,3.6,Psychology,78%,University of Hawaii at Manoa
1916,Monique Mironesco,3.2,Women's Studies,50%,University of Hawaii at Manoa
1917,Brad Taylor,3.9,Fine Arts,43%,University of Hawaii at Manoa
1918,Peter Englert,5.0,Geology,100%,University of Hawaii at Manoa
1919,Mehrdad Ghasemi Nejhad,1.9,Engineering,0%,University of Hawaii at Manoa
1920,Jing Guo,5.0,Social Work,100%,University of Hawaii at Manoa
1921,Keiko Hata,4.2,East Asian Lang. & Literature,100%,University of Hawaii at Manoa
1922,Jamal Hassan,3.9,Mathematics,74%,University of Hawaii at Manoa
1923,Ehito Kimura,4.5,Political Science,82%,University of Hawaii at Manoa
1924,Barbara Joyce,2.7,Sociology,24%,University of Hawaii at Manoa
1925,John Zuern,4.8,English,100%,University of Hawaii at Manoa
1926,Diana Kim,4.5,Family Studies,84%,University of Hawaii at Manoa
1927,Nimesh Patel,3.6,Business,77%,University of Hawaii at Manoa
1928,David Panisnick,4.3,Religion,50%,University of Hawaii at Manoa
1929,Mehana Kaiama,2.2,Hawaiian Studies,79%,University of Hawaii at Manoa
1930,Ren Pruitt,5.0,English,100%,University of Hawaii at Manoa
1931,Emily McIlroy,3.1,Fine Arts,75%,University of Hawaii at Manoa
1932,Shayna Katz,5.0,Spanish,100%,University of Hawaii at Manoa
1933,Robert Moore,4.5,Travel Industry,100%,University of Hawaii at Manoa
1934,Imelda Gasmen,3.8,Filipino,65%,University of Hawaii at Manoa
1935,Jennifer Draper,4.6,Nutrition,94%,University of Hawaii at Manoa
1936,Aaron Do,4.0,Astronomy,100%,University of Hawaii at Manoa
1937,Ashleigh Louis,5.0,Psychology,100%,University of Hawaii at Manoa
1938,Drew Polakowski,4.5,Mathematics,100%,University of Hawaii at Manoa
1939,Yilan Hu,4.2,American Studies,86%,University of Hawaii at Manoa
1940,Mahealani Kaneshiro,1.5,Mathematics,20%,University of Hawaii at Manoa
1941,Mario Cruz-Zayas,4.9,Spanish,100%,University of Hawaii at Manoa
1942,Dulal Borthakur,3.7,Not Specified,20%,University of Hawaii at Manoa
1943,Daniel Owens,4.2,Biochemistry,100%,University of Hawaii at Manoa
1944,Brian Szuster,4.3,Geography,67%,University of Hawaii at Manoa
1945,Kathy Ferguson,4.4,Political Science,89%,University of Hawaii at Manoa
1946,Will Olney,4.3,Economics,100%,University of Hawaii at Manoa
1947,Hua Chen,2.3,Business,15%,University of Hawaii at Manoa
1948,Emi Murayama,4.8,Japanese,100%,University of Hawaii at Manoa
1949,Michelle Wright,4.5,Hawaiian Studies,93%,University of Hawaii at Manoa
1950,Kareem Elassy,0.0,Engineering,,University of Hawaii at Manoa
1951,Rosita Chang,2.4,Finance,40%,University of Hawaii at Manoa
1952,Kimberly Miyashiro,0.0,Business,100%,University of Hawaii at Manoa
1953,Mark Nelson,5.0,Engineering,100%,University of Hawaii at Manoa
1954,Kahala Johnson,3.3,Political Science,67%,University of Hawaii at Manoa
1955,Laura O'Rourke,2.9,Languages,67%,University of Hawaii at Manoa
1956,Grace Ray,3.0,Japanese,20%,University of Hawaii at Manoa
1957,Donald Drake,5.0,Botany,100%,University of Hawaii at Manoa
1958,Patrick Woo,5.0,Japanese,95%,University of Hawaii at Manoa
1959,Irmak Yazici,5.0,Sociology,100%,University of Hawaii at Manoa
1960,Barry Toyama,2.0,Kinesiology,28%,University of Hawaii at Manoa
1961,Emilee Turner,3.0,Psychology,100%,University of Hawaii at Manoa
1962,Kara Suzuka,4.0,Education,100%,University of Hawaii at Manoa
1963,Swarnalakshmi Lakshmanan,3.0,Mathematics,100%,University of Hawaii at Manoa
1964,Jackson Zolmer,2.0,Biology,,University of Hawaii at Manoa
1965,Meagan Harden,0.0,Geography,,University of Hawaii at Manoa
1966,Shikano Ikkei,3.3,Environmental Studies,63%,University of Hawaii at Manoa
1967,Laura Margulies,5.0,Academy for Creative Media,100%,University of Hawaii at Manoa
1968,Melissa Nakamura,0.0,Business,100%,University of Hawaii at Manoa
1969,Robert Rodeck,3.8,Film,,University of Hawaii at Manoa
1970,Lillian McIntyre,5.0,Japanese Literature,100%,University of Hawaii at Manoa
1971,Claudia Pummer,3.5,Academy for Creative Media,34%,University of Hawaii at Manoa
