,name,rating,department,feedback,school
312,Galen Sasaki,QUALITY3.612 ratings,Engineering,72%,University of Hawaii at Manoa
313,Frank Sheriff,QUALITY4.712 ratings,Fine Arts,N/A,University of Hawaii at Manoa
314,Joe O'Mealy,QUALITY4.65 ratings,English,N/A,University of Hawaii at Manoa
315,Lorenzo Rinelli,QUALITY3.629 ratings,Political Science,100%,University of Hawaii at Manoa
316,Marc Fossorier,QUALITY0.00 ratings,Engineering,N/A,University of Hawaii at Manoa
317,Jim Tiles,QUALITY3.026 ratings,Philosophy,N/A,University of Hawaii at Manoa
318,Robert McHenry,QUALITY4.011 ratings,English,N/A,University of Hawaii at Manoa
319,Kakuko Shoji,QUALITY4.98 ratings,Japanese,N/A,University of Hawaii at Manoa
320,Brent Buckley,QUALITY4.08 ratings,Science,N/A,University of Hawaii at Manoa
321,Douglas Vincent,QUALITY4.82 ratings,Agriculture,N/A,University of Hawaii at Manoa
322,Fabio Bresolin,QUALITY3.66 ratings,Astronomy,N/A,University of Hawaii at Manoa
323,Lloyd Hamasaki,QUALITY5.033 ratings,Classics,100%,University of Hawaii at Manoa
324,Peter Nicholson,QUALITY4.316 ratings,English,100%,University of Hawaii at Manoa
325,Donald Dugal,QUALITY2.813 ratings,Fine Arts,N/A,University of Hawaii at Manoa
326,Jurgen Sang,QUALITY3.99 ratings,German,N/A,University of Hawaii at Manoa
327,Doug Margolis,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
328,Ronald Hetzler,QUALITY4.73 ratings,Health Science,N/A,University of Hawaii at Manoa
329,Cindy Hunter,QUALITY3.913 ratings,Biology,75%,University of Hawaii at Manoa
330,Duncan Demster,QUALITY3.54 ratings,Art,100%,University of Hawaii at Manoa
331,Amy Healey,QUALITY4.68 ratings,French,N/A,University of Hawaii at Manoa
332,Patricia Alverez,QUALITY4.51 ratings,History,N/A,University of Hawaii at Manoa
333,Jinguang Andrew Zhang,QUALITY4.510 ratings,Communicology,84%,University of Hawaii at Manoa
334,Kevin Kawamoto,QUALITY4.99 ratings,Journalism,100%,University of Hawaii at Manoa
335,Matthew Lorentz,QUALITY4.49 ratings,Mathematics,89%,University of Hawaii at Manoa
336,Hannah El-Silimy,QUALITY0.00 ratings,Political Science,N/A,University of Hawaii at Manoa
337,Philip Johnson,QUALITY3.616 ratings,Computer Science,63%,University of Hawaii at Manoa
338,Jesus Negrete,QUALITY3.01 ratings,Physics,0%,University of Hawaii at Manoa
339,Maria Simon,QUALITY2.73 ratings,Architecture,50%,University of Hawaii at Manoa
340,Cynthia Franklin,QUALITY4.19 ratings,English,50%,University of Hawaii at Manoa
341,Anders Daniels,QUALITY3.83 ratings,Science,N/A,University of Hawaii at Manoa
342,Tom Schroeder,QUALITY3.44 ratings,Science,N/A,University of Hawaii at Manoa
343,Mirella Vasquez-Brooks,QUALITY5.04 ratings,Nursing,N/A,University of Hawaii at Manoa
344,Wesley Riley,QUALITY4.015 ratings,Biology,N/A,University of Hawaii at Manoa
345,Heather Diamond,QUALITY4.08 ratings,English,N/A,University of Hawaii at Manoa
346,Keiko Shinozuka,QUALITY5.01 ratings,Languages,N/A,University of Hawaii at Manoa
347,Mariko Inoue,QUALITY5.01 ratings,Art History,N/A,University of Hawaii at Manoa
348,Karen Tessier,QUALITY4.110 ratings,Nursing,88%,University of Hawaii at Manoa
349,Anna Feuerstein,QUALITY4.317 ratings,English,75%,University of Hawaii at Manoa
350,Jeffrey Orig,QUALITY5.01 ratings,Communication,100%,University of Hawaii at Manoa
351,Ariel Chardon,QUALITY5.03 ratings,Spanish,100%,University of Hawaii at Manoa
352,Michael Miller,QUALITY3.02 ratings,Communicology,50%,University of Hawaii at Manoa
353,Janitha Aswedige,QUALITY3.02 ratings,Mathematics,50%,University of Hawaii at Manoa
354,Cindy Murillo,QUALITY5.03 ratings,Spanish,100%,University of Hawaii at Manoa
355,Christopher Winfield,QUALITY1.511 ratings,Mathematics,0%,University of Hawaii at Manoa
356,Baldo Patterson,QUALITY3.74 ratings,Peace & Conflict Studies,50%,University of Hawaii at Manoa
357,David Penn,QUALITY3.96 ratings,Geography,N/A,University of Hawaii at Manoa
358,Louise Lo,QUALITY4.446 ratings,Business,72%,University of Hawaii at Manoa
359,Stephen Meder,QUALITY3.38 ratings,Architecture,50%,University of Hawaii at Manoa
360,Pearl Imada,QUALITY0.00 ratings,Economics,N/A,University of Hawaii at Manoa
361,Pat Henry,QUALITY0.00 ratings,Science,N/A,University of Hawaii at Manoa
362,Meda Chesney-Lind,QUALITY3.93 ratings,Women's Studies,50%,University of Hawaii at Manoa
363,Amy Hubbard,QUALITY4.424 ratings,Communicology,0%,University of Hawaii at Manoa
364,Ruth Mabanglo,QUALITY1.38 ratings,Languages,N/A,University of Hawaii at Manoa
365,Mike Hunt,QUALITY5.02 ratings,Health Science,N/A,University of Hawaii at Manoa
366,Susan Hippensteele,QUALITY4.118 ratings,Women's Studies,100%,University of Hawaii at Manoa
367,Julia Kwan,QUALITY2.512 ratings,Chinese,N/A,University of Hawaii at Manoa
368,Thomas Klobe,QUALITY5.03 ratings,Art History,N/A,University of Hawaii at Manoa
369,Lewis Andrews,QUALITY3.032 ratings,Art History,0%,University of Hawaii at Manoa
370,Kim Thu Ton,QUALITY4.512 ratings,Languages,N/A,University of Hawaii at Manoa
371,Dominique Mansilla Hermann,QUALITY3.235 ratings,Spanish,N/A,University of Hawaii at Manoa
372,Allison Sherwood,QUALITY3.457 ratings,Biology,N/A,University of Hawaii at Manoa
373,Tamara L. Pavich,QUALITY4.29 ratings,English,N/A,University of Hawaii at Manoa
374,John Reardon,QUALITY2.159 ratings,Business,100%,University of Hawaii at Manoa
375,Peng Xu,QUALITY0.00 ratings,Theatre & Dance,N/A,University of Hawaii at Manoa
376,Milomir Ognjanovic,QUALITY4.29 ratings,Business,75%,University of Hawaii at Manoa
377,Matthew Kanekoa,QUALITY4.19 ratings,Communication,78%,University of Hawaii at Manoa
378,Ben Bystrom,QUALITY4.354 ratings,Business,100%,University of Hawaii at Manoa
379,Rachel Neo,QUALITY3.02 ratings,Communication,50%,University of Hawaii at Manoa
380,Pratistha Gyawali,QUALITY1.01 ratings,Economics,0%,University of Hawaii at Manoa
381,Anna Jeong,QUALITY3.84 ratings,Accounting,60%,University of Hawaii at Manoa
382,Baoyan Cheng,QUALITY4.16 ratings,Education,100%,University of Hawaii at Manoa
383,aja wells,QUALITY2.26 ratings,Spanish,34%,University of Hawaii at Manoa
384,Fox Bonnie,QUALITY5.01 ratings,Korean,100%,University of Hawaii at Manoa
385,David Haymer,QUALITY5.031 ratings,Biology,93%,University of Hawaii at Manoa
386,Karen Kosasa,QUALITY4.311 ratings,American Studies,75%,University of Hawaii at Manoa
387,Min-Sun Kim,QUALITY2.819 ratings,Speech,50%,University of Hawaii at Manoa
388,Margeaux Ciraolo,QUALITY3.02 ratings,Psychology,50%,University of Hawaii at Manoa
389,Mara Miller,QUALITY2.610 ratings,East Asian Lang. & Literature,50%,University of Hawaii at Manoa
390,Amy Donahue,QUALITY4.82 ratings,Philosophy,N/A,University of Hawaii at Manoa
391,Anne Misawa,QUALITY3.911 ratings,Film,100%,University of Hawaii at Manoa
392,Elaine Hatfield,QUALITY4.414 ratings,Psychology,100%,University of Hawaii at Manoa
393,Bed Paudyal,QUALITY3.823 ratings,English,0%,University of Hawaii at Manoa
394,Gladys Nakahara,QUALITY3.116 ratings,East Asian Studies,0%,University of Hawaii at Manoa
395,Victoria Anderson,QUALITY4.83 ratings,Languages,100%,University of Hawaii at Manoa
396,Cassian Kimhan,QUALITY2.96 ratings,Psychology,N/A,University of Hawaii at Manoa
397,Yun Chu,QUALITY4.628 ratings,Psychology,N/A,University of Hawaii at Manoa
398,Frank Ardolino,QUALITY3.912 ratings,English,N/A,University of Hawaii at Manoa
399,Michael Sprunger,QUALITY4.02 ratings,History,N/A,University of Hawaii at Manoa
400,Saili Lilo-Maiava,QUALITY4.02 ratings,Geography,N/A,University of Hawaii at Manoa
401,Kim Shima,QUALITY3.49 ratings,Accounting,N/A,University of Hawaii at Manoa
402,Deborah Waite,QUALITY3.113 ratings,Art History,100%,University of Hawaii at Manoa
403,Joe Niemczura,QUALITY4.425 ratings,Nursing,100%,University of Hawaii at Manoa
404,Brien Hallett,QUALITY3.916 ratings,Sociology,84%,University of Hawaii at Manoa
405,Gary Barnes,QUALITY4.510 ratings,Meteorology,N/A,University of Hawaii at Manoa
406,Tomoaki Miura,QUALITY4.35 ratings,Science,100%,University of Hawaii at Manoa
407,Ted Yao,QUALITY3.95 ratings,Languages,N/A,University of Hawaii at Manoa
408,Weilin Qu,QUALITY2.74 ratings,Engineering,75%,University of Hawaii at Manoa
409,Michiko Fukasawa,QUALITY5.01 ratings,Japanese,100%,University of Hawaii at Manoa
410,Heather Saito,QUALITY3.83 ratings,Oceanography,100%,University of Hawaii at Manoa
411,Amy Moran,QUALITY4.011 ratings,Biology,87%,University of Hawaii at Manoa
412,Renee Pearson,QUALITY1.52 ratings,Communicology,0%,University of Hawaii at Manoa
413,Katherine Achacoso,QUALITY5.02 ratings,American Studies,100%,University of Hawaii at Manoa
414,Joshua Irvine,QUALITY3.38 ratings,Engineering,63%,University of Hawaii at Manoa
415,Xiao Yuanzhang,QUALITY2.52 ratings,Engineering,50%,University of Hawaii at Manoa
416,Maile Gresham,QUALITY4.824 ratings,English,N/A,University of Hawaii at Manoa
417,Sheri Gon,QUALITY3.73 ratings,Medicine,N/A,University of Hawaii at Manoa
418,J.D. Brown,QUALITY4.52 ratings,Languages,N/A,University of Hawaii at Manoa
419,Dick Schmidt,QUALITY4.52 ratings,Languages,N/A,University of Hawaii at Manoa
420,Amy Stehlik,QUALITY0.00 ratings,Communication,N/A,University of Hawaii at Manoa
421,Rebecca Horne,QUALITY4.56 ratings,Fine Arts,N/A,University of Hawaii at Manoa
422,Hokulani Aikau,QUALITY4.35 ratings,Political Science,N/A,University of Hawaii at Manoa
423,Joseph Zilliox,QUALITY2.73 ratings,Education,N/A,University of Hawaii at Manoa
424,David Frederick,QUALITY4.651 ratings,Psychology,100%,University of Hawaii at Manoa
425,Lin Liu,QUALITY3.33 ratings,Sociology,67%,University of Hawaii at Manoa
426,Marc Le Pape,QUALITY1.24 ratings,Computer Science,0%,University of Hawaii at Manoa
427,Brooke Hasegawa,QUALITY4.17 ratings,Business,100%,University of Hawaii at Manoa
428,Evelyn Coffey,QUALITY4.98 ratings,French,100%,University of Hawaii at Manoa
429,Jaerim Choi,QUALITY4.52 ratings,Economics,100%,University of Hawaii at Manoa
430,Suzanna Reiss,QUALITY4.79 ratings,History,100%,University of Hawaii at Manoa
431,Nori Tarui,QUALITY3.69 ratings,Economics,100%,University of Hawaii at Manoa
432,Robert McGlone,QUALITY4.48 ratings,History,N/A,University of Hawaii at Manoa
433,Vina Lanzona,QUALITY2.415 ratings,History,34%,University of Hawaii at Manoa
434,Kyle Hampton,QUALITY4.336 ratings,Economics,N/A,University of Hawaii at Manoa
435,Marja Sarvimaki,QUALITY3.88 ratings,Architecture,N/A,University of Hawaii at Manoa
436,Gay Satsuma,QUALITY4.210 ratings,Pacific & Asian Studies,100%,University of Hawaii at Manoa
437,Adolf Mader,QUALITY2.125 ratings,Mathematics,N/A,University of Hawaii at Manoa
438,H Ronald Riggs,QUALITY1.95 ratings,Engineering,50%,University of Hawaii at Manoa
439,Albert Kim,QUALITY4.59 ratings,Engineering,100%,University of Hawaii at Manoa
440,Clark Liu,QUALITY0.00 ratings,Engineering,N/A,University of Hawaii at Manoa
441,Chittaranjan Ray,QUALITY1.52 ratings,Engineering,N/A,University of Hawaii at Manoa
442,David Ma,QUALITY1.710 ratings,Engineering,N/A,University of Hawaii at Manoa
443,Constantinos S. Papacostas,QUALITY2.84 ratings,Engineering,N/A,University of Hawaii at Manoa
444,Peter Lenhart,QUALITY3.05 ratings,Accounting,N/A,University of Hawaii at Manoa
445,Cathryn Clayton,QUALITY4.79 ratings,Anthropology,N/A,University of Hawaii at Manoa
446,Georgia Yamashita,QUALITY4.48 ratings,Family Studies,N/A,University of Hawaii at Manoa
447,Helene Tom,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
448,Michael Weinstein,QUALITY3.19 ratings,Sociology,N/A,University of Hawaii at Manoa
449,Ed Bieda,QUALITY5.06 ratings,Psychology,N/A,University of Hawaii at Manoa
450,Saiful Momen,QUALITY2.52 ratings,Psychology,N/A,University of Hawaii at Manoa
451,David Carlon,QUALITY4.53 ratings,Zoology,N/A,University of Hawaii at Manoa
452,Patricia Donnegan,QUALITY3.82 ratings,Languages,N/A,University of Hawaii at Manoa
453,Nicholas Ordway,QUALITY3.325 ratings,Business,45%,University of Hawaii at Manoa
454,Y. Han Lau,QUALITY1.65 ratings,Biology,0%,University of Hawaii at Manoa
455,Terry Klafehn,QUALITY4.616 ratings,Japanese,100%,University of Hawaii at Manoa
456,John Haig,QUALITY4.14 ratings,Japanese,N/A,University of Hawaii at Manoa
457,Joyce Vogler,QUALITY4.44 ratings,Nursing,N/A,University of Hawaii at Manoa
458,Stephen Saul,QUALITY0.00 ratings,Agriculture,N/A,University of Hawaii at Manoa
459,Chunfeng Lin,QUALITY5.01 ratings,Communication,N/A,University of Hawaii at Manoa
460,Shaobin Zhong,QUALITY0.00 ratings,Agriculture,N/A,University of Hawaii at Manoa
461,Joel Cohn,QUALITY3.77 ratings,Literature,N/A,University of Hawaii at Manoa
462,Heinz Gert De Couet,QUALITY2.49 ratings,Zoology,0%,University of Hawaii at Manoa
463,Sean Callahan,QUALITY4.513 ratings,Biology,N/A,University of Hawaii at Manoa
464,Incoronata (nadia) Inserra,QUALITY2.021 ratings,English,0%,University of Hawaii at Manoa
465,Chintana Takahashi,QUALITY5.04 ratings,Languages,N/A,University of Hawaii at Manoa
466,Sang Yee Cheon,QUALITY4.88 ratings,Korean,100%,University of Hawaii at Manoa
467,Noah Viernes,QUALITY4.85 ratings,Political Science,N/A,University of Hawaii at Manoa
468,Corey Jamieson,QUALITY4.610 ratings,Chemistry,N/A,University of Hawaii at Manoa
469,Vernadette Gonzalez,QUALITY4.29 ratings,American Studies,N/A,University of Hawaii at Manoa
470,Caroline Sinavaiana,QUALITY2.416 ratings,English,34%,University of Hawaii at Manoa
471,Mushtaq Ikramullah,QUALITY3.18 ratings,Kinesiology,N/A,University of Hawaii at Manoa
472,Sabrina Saiki-Mita,QUALITY4.85 ratings,Music,N/A,University of Hawaii at Manoa
473,Kayoko Madsen,QUALITY3.516 ratings,Japanese,0%,University of Hawaii at Manoa
474,Valli Kanuha,QUALITY4.711 ratings,Sociology,100%,University of Hawaii at Manoa
475,Nandita Sharma,QUALITY3.924 ratings,Sociology,100%,University of Hawaii at Manoa
476,Stephen Vargo,QUALITY3.015 ratings,Marketing,N/A,University of Hawaii at Manoa
477,Aiddy Weisbecker,QUALITY4.04 ratings,Spanish,N/A,University of Hawaii at Manoa
478,Kristy Ringor,QUALITY5.02 ratings,American Studies,100%,University of Hawaii at Manoa
479,Sara Olson,QUALITY5.02 ratings,Languages,N/A,University of Hawaii at Manoa
480,Jermey Henkel,QUALITY4.54 ratings,Philosophy,N/A,University of Hawaii at Manoa
481,F Bain,QUALITY3.614 ratings,English,N/A,University of Hawaii at Manoa
482,Wayne Iwaoka,QUALITY3.86 ratings,Food Science,N/A,University of Hawaii at Manoa
483,Brandy McDougall,QUALITY4.726 ratings,English,88%,University of Hawaii at Manoa
484,Amelia Pasi,QUALITY5.08 ratings,Not Specified,100%,University of Hawaii at Manoa
485,F Gae,QUALITY0.00 ratings,Urban Planning,N/A,University of Hawaii at Manoa
486,Aki Teshigahara,QUALITY4.93 ratings,Japanese,100%,University of Hawaii at Manoa
487,Anthony Amend,QUALITY4.714 ratings,Biology,88%,University of Hawaii at Manoa
488,Reginald Kwok,QUALITY3.35 ratings,Asian Studies,N/A,University of Hawaii at Manoa
489,David Swift,QUALITY3.76 ratings,Sociology,N/A,University of Hawaii at Manoa
490,David McCraw,QUALITY4.416 ratings,East Asian Lang. & Literature,100%,University of Hawaii at Manoa
491,Gregg Wong,QUALITY4.51 ratings,Kinesiology,N/A,University of Hawaii at Manoa
492,Dan Jenkins,QUALITY2.66 ratings,Agriculture,N/A,University of Hawaii at Manoa
493,Misako Steverson,QUALITY4.112 ratings,Japanese,N/A,University of Hawaii at Manoa
494,Pensri Ho,QUALITY2.611 ratings,Ethnic Studies,N/A,University of Hawaii at Manoa
495,Sun Young Park,QUALITY3.113 ratings,Hospitality,N/A,University of Hawaii at Manoa
496,Mark Ridgley,QUALITY1.69 ratings,Geography,N/A,University of Hawaii at Manoa
497,Bruce Chorpita,QUALITY5.02 ratings,Psychology,N/A,University of Hawaii at Manoa
498,Krista Steinfeld,QUALITY3.620 ratings,Hawaiian Studies,N/A,University of Hawaii at Manoa
499,Clifton Tanabe,QUALITY4.98 ratings,Education,N/A,University of Hawaii at Manoa
500,David Shinn,QUALITY3.328 ratings,Chemistry,N/A,University of Hawaii at Manoa
501,Linda Bangert Harris,QUALITY3.73 ratings,Business,N/A,University of Hawaii at Manoa
502,Gay Sibley,QUALITY4.53 ratings,English,N/A,University of Hawaii at Manoa
503,Amy Matsen,QUALITY4.622 ratings,Women's Studies,N/A,University of Hawaii at Manoa
504,James Moncur,QUALITY2.65 ratings,Economics,N/A,University of Hawaii at Manoa
505,Robert Curry,QUALITY4.03 ratings,Economics,N/A,University of Hawaii at Manoa
506,Peter Flachsbart,QUALITY3.76 ratings,Urban Planning,N/A,University of Hawaii at Manoa
507,Elisabeth Hutchison,QUALITY4.718 ratings,Law,N/A,University of Hawaii at Manoa
508,Yung-Hee Kim,QUALITY2.57 ratings,Korean,0%,University of Hawaii at Manoa
509,Leslie Lopez,QUALITY4.84 ratings,Education,N/A,University of Hawaii at Manoa
510,Hong Jiang,QUALITY3.225 ratings,Geography,50%,University of Hawaii at Manoa
511,Andrew Dewald,QUALITY4.4126 ratings,Psychology,94%,University of Hawaii at Manoa
512,Soo Jin Jung,QUALITY4.83 ratings,Korean,N/A,University of Hawaii at Manoa
513,Luciano Minerbi,QUALITY4.34 ratings,Urban Planning,N/A,University of Hawaii at Manoa
514,Ashley Lukens,QUALITY3.78 ratings,Political Science,N/A,University of Hawaii at Manoa
515,Matthew Peck,QUALITY3.36 ratings,Spanish,N/A,University of Hawaii at Manoa
516,Cathy Kaiama,QUALITY4.053 ratings,Accounting,100%,University of Hawaii at Manoa
517,Maria Astua,QUALITY2.32 ratings,Languages,N/A,University of Hawaii at Manoa
518,Jonathan Osorio,QUALITY3.635 ratings,Hawaiian Studies,50%,University of Hawaii at Manoa
519,Nathan Hiraoka,QUALITY5.01 ratings,Kinesiology,N/A,University of Hawaii at Manoa
520,Xiaoming Hu,QUALITY4.44 ratings,Languages,N/A,University of Hawaii at Manoa
521,Mathew Savage,QUALITY4.73 ratings,Speech,N/A,University of Hawaii at Manoa
522,Jim Henry,QUALITY4.914 ratings,English,N/A,University of Hawaii at Manoa
523,Roy Perrett,QUALITY2.37 ratings,Philosophy,0%,University of Hawaii at Manoa
524,Stephen Tschudi,QUALITY5.07 ratings,East Asian Lang. & Literature,N/A,University of Hawaii at Manoa
525,Diane Lois Parker,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
526,Maqsudul Alam,QUALITY3.06 ratings,Biology,N/A,University of Hawaii at Manoa
527,Saori Hoshi,QUALITY4.912 ratings,Japanese,N/A,University of Hawaii at Manoa
528,Rachele Vogelpohl Vogelpohl,QUALITY3.53 ratings,Kinesiology,N/A,University of Hawaii at Manoa
529,Glenn Man,QUALITY4.016 ratings,English,100%,University of Hawaii at Manoa
530,John Mayer,QUALITY4.87 ratings,Languages,100%,University of Hawaii at Manoa
531,David Toohey,QUALITY1.52 ratings,Political Science,N/A,University of Hawaii at Manoa
532,Miriam Fuchs,QUALITY4.512 ratings,English,N/A,University of Hawaii at Manoa
533,Lysandra Cook,QUALITY3.32 ratings,Education,N/A,University of Hawaii at Manoa
534,Zachary Kent,QUALITY4.825 ratings,Mathematics,N/A,University of Hawaii at Manoa
535,Jonathan Jarvis,QUALITY5.06 ratings,Sociology,N/A,University of Hawaii at Manoa
536,M Chyaba,QUALITY2.84 ratings,Mathematics,N/A,University of Hawaii at Manoa
537,Glen Mann,QUALITY3.66 ratings,English,N/A,University of Hawaii at Manoa
538,Wesley Fong,QUALITY3.816 ratings,Law,100%,University of Hawaii at Manoa
539,Julie Brock,QUALITY2.714 ratings,Zoology,100%,University of Hawaii at Manoa
540,Andrew Taylor,QUALITY5.02 ratings,Zoology,N/A,University of Hawaii at Manoa
